V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22
0.881020743701793,0.679601906609349,0.805177374302782,0.553686863954924,14.1269292241824,13.3717170075164,12.7589496537764,12.402836119961,0.3693986233484,0.375324452132173,0.372263201836823,0.4181319634296,0.0821543700917019,0.409913012936898,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.524996328636818,0.691327972960845,0.852094067224115,0.536543124842457,14.4220859777206,10.8232483032043,7.53913239254383,6.21454545537708,0.353345548033621,0.371219383241981,0.401281217950769,0.390873351962073,0.0784192858542455,0.420608239027206,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.658147220895626,0.654869188558869,0.589396567634307,0.67643207923919,15.2594537785766,17.0761547815055,6.57616343192291,12.8252226453414,0.389946462251525,0.35300111614624,0.355547007910814,0.438674472656613,0.0310854139238363,0.362957204250852,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.534968533959798,0.764674012311548,0.811052967583202,0.828540506141074,19.79031632734,8.78947354392614,13.6946333767963,14.7407656230778,0.412186262128921,0.449681093426421,0.440909871182824,0.356810546665452,0.0607218392843427,0.426927416912979,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.899621724197455,0.83534341193866,0.631683072118275,0.622589296076447,7.97884399298811,19.4715558492276,13.0382151600323,13.3237440277869,0.367361855035974,0.384088878680021,0.365730628950056,0.435980524664279,0.0177279796202015,0.416465855545644,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.648889613044076,0.888032326314226,0.597206336364523,0.747770695731416,11.8814396849694,18.9036757530784,9.9924417882436,7.40459283628734,0.407849124385603,0.448887645678781,0.350650216484303,0.41076387078017,0.0482272205602564,0.429280753623042,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.602328690964729,0.834149097509496,0.574880496824905,0.534227127566189,18.526836542876,12.6171071210969,9.45449092879193,17.1782684099558,0.378136255836906,0.414483920199238,0.378705891001597,0.380721873366693,0.0494014637328591,0.40241429893896,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.878517579407245,0.612360499183461,0.685283609848097,0.612216937684082,12.5325318229268,6.36328356039943,11.2727745792014,5.0009961277945,0.368174551161332,0.400173185739433,0.369479384898348,0.355816608613264,0.0832798700282211,0.382216176840756,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.568599887787364,0.847110631184652,0.697071902790666,0.692490009036846,17.2217579301866,12.7983933861018,15.8705693074525,6.68536839795997,0.412651827656385,0.428710955919186,0.409190930258715,0.433582561987452,0.0647108843936399,0.40827063386729,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.554376061322354,0.596839704926312,0.843888998386823,0.708921334113181,9.54011592817958,19.8248925074656,11.5754084991571,12.1398200690164,0.410528137200372,0.392161085340846,0.403688758436684,0.414920444528153,0.0647546298050834,0.422625975067681,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
