V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22
0.696652126351744,0.791095899504609,0.78382708711531,0.154707121723192,11.7642898345017,7.59722067673458,8.49391894037835,18.7634068850009,0.3606143440207,0.352459822681733,0.371108058898989,0.39707633883385,0.419340628321189,0.392996711239591,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.567812974954397,0.686395235135593,0.649273975687474,0.154907902633306,18.5802004949236,7.52676358928206,8.95300283004297,7.07941674671136,0.356682708167611,0.379821113045746,0.382775732610933,0.447234231925942,0.440913618920557,0.421196167322621,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.831713032906316,0.833926945174299,0.770048199664243,0.241505654243659,10.1446737999935,9.25892351047136,8.9767692430201,14.7966456501395,0.37113481345796,0.410656987863313,0.437881780744251,0.41155199791682,0.405290683758119,0.362530783931306,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.582834536377713,0.752202318927832,0.899688376905397,0.189294347059215,13.4002123870817,6.49428693647729,9.79237271191552,15.144698689275,0.354338000677107,0.382877360079903,0.41497247789572,0.418565612215688,0.414522164503578,0.414802543627098,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.595553734005615,0.701206143402867,0.893112239091098,0.232085404958064,14.9969707269594,13.3842720222869,14.0059584292793,15.2678223564988,0.385571429823479,0.405894242432062,0.391659126580646,0.372240021134773,0.438744104820676,0.382732343982486,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.525005472295545,0.679045246680453,0.566224743041769,0.234308590287017,7.96919256084599,7.79099456012715,18.8188643296342,7.0233736824058,0.427073718367377,0.429171105609322,0.434797174880281,0.397849039267702,0.402354721153621,0.424779256377602,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.893911952838115,0.892843486150541,0.886052969093621,0.163936838228069,18.239422507782,13.1387061283109,8.25415031367913,11.9177340241522,0.378209010482812,0.442402987128869,0.433288666701457,0.38167731933035,0.437365892765345,0.398939178486122,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.695903013621271,0.567749430427887,0.673375179860741,0.196263958774135,11.2100812771847,18.7075670443941,13.007844246449,12.8684016485326,0.367190556935733,0.371788467872655,0.354157013241062,0.414302739995206,0.389756760621863,0.425813465331122,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.826934693011828,0.868543469420262,0.655375748834573,0.198672346747294,8.27373111942084,9.45189848954091,13.9651467666961,16.4365866219928,0.387260148252174,0.364448566673417,0.404523616036307,0.409669268916873,0.375539376998507,0.353300556076644,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.530588696001843,0.52559731493853,0.811694769129157,0.213857081672363,7.72118065288058,10.7705588920927,5.12947347589303,10.6927646136237,0.370389495114749,0.444438818700472,0.352020906068012,0.353225035003433,0.374530729373172,0.430583597474778,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.615531102370657,0.783063018886186,0.808850026732311,0.192096589700226,8.5399599827826,9.54273943382315,15.9829331328534,5.82501335288864,0.393034779249923,0.397633074631589,0.414092143440992,0.350471225942811,0.370082970104367,0.371971341939876,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.725331972593442,0.664794634613954,0.830760385224596,0.167926262520859,12.8290273546171,5.36525128007866,13.5795131703257,7.16248846035218,0.415414858817309,0.364981716383202,0.408928555235732,0.37046581834387,0.404335769496532,0.428819933583029,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.667844942680933,0.824332427654043,0.761079115569033,0.236043788413471,10.3136367624439,17.8131376538123,5.96651352164103,11.2647086960194,0.389566609681118,0.449992397909705,0.362661060195509,0.438857325726561,0.438963239844423,0.443664687185828,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.808025136153959,0.679953975659795,0.549304940598272,0.156453968111333,10.7108217656822,19.6926930955448,10.1922925892659,9.6572078884393,0.386334537293622,0.426114125576336,0.391586994836992,0.368458077894617,0.381858685255563,0.404881493371818,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.786393757278472,0.775014328493737,0.682013099984266,0.195734530842304,8.33212329115253,7.7095593395154,5.63753008570289,7.43274423941504,0.447567318860814,0.382089097595168,0.438457115033781,0.375281901344517,0.356964480372611,0.414281815086911,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.738092986086011,0.598441703108884,0.730698089744337,0.173967027646163,5.48664580856683,8.92943292629439,12.3971523794718,11.5131828831416,0.361305850635003,0.423783144685812,0.370127346032253,0.439357451410918,0.385422696796432,0.434328102191957,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.876463658427447,0.760563223505393,0.884493476405181,0.168656949263439,7.77535295484588,11.3715419897996,19.1492786763888,16.3301691301353,0.44876126330602,0.389159572041593,0.44756044835723,0.402737613419304,0.41699506510417,0.393199121235544,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.577332141436823,0.690286443867348,0.704562237295695,0.201506037057331,11.9697030945751,7.99498496594373,13.4266912068916,19.3102702041576,0.369459322018875,0.35884481500322,0.402710264037643,0.426931615571259,0.385630283691548,0.358346307120146,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.644049290414527,0.817053131258115,0.667839564587735,0.227848523519142,19.0215605325461,18.3761178679997,6.28946570729604,6.0702284521889,0.371977973187063,0.438440646113129,0.371921903567575,0.38219434721875,0.357772176026879,0.375630254305899,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.829645969415829,0.851869949593768,0.838385368230194,0.157335943294084,10.3513973626378,18.9784021983948,6.38827071609441,8.5296937557077,0.375397394151893,0.363522917744424,0.381046339284256,0.359183650300745,0.417643602319574,0.371750296321977,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.733741826806404,0.816261075064354,0.768801447694749,0.19024102646634,7.16924698363291,10.5917607130064,7.54261654177913,9.95458284894237,0.41237421136857,0.430275802621711,0.421605659308936,0.373529465530394,0.370507522276323,0.37030506884926,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.684969390172325,0.715515713189542,0.523798503596522,0.245981324782642,19.8766195140569,18.1667534463154,18.630227286478,5.669906918013,0.388532324521616,0.39839457262652,0.403866935535707,0.366973618722474,0.42813093871423,0.403868719224026,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
0.870114921998047,0.867860959584266,0.536518854992278,0.247576492349198,6.6716156821698,7.29844115512911,13.2634194957092,12.8594220092986,0.375681303104619,0.399375734398747,0.420249351730524,0.44473209296749,0.435004628910823,0.389201184660057,1.55,4.38,4.53,80.3,0.5,0.1,1.1,20
