V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
63.4629568885081,1.81674570842911,6.78984377138582,41.7915421946159,96.3105643396995,54.3689375567066,92.9936456246204,76.924948171792,53.0828273669811,91.6468843188914,16.4712798411069,1.79108376992098
32.938321272562,28.0011551506495,91.2876327341813,85.3527432022419,64.1533359078881,4.92258199370857,31.3847131872124,3.20782752693016,73.0853499735858,29.9996504324707,57.3969179811125,15.6693375991517
91.0388440397136,79.0201424258792,52.1456668898953,60.2349315134652,90.1665623348649,3.79047251096554,28.9831026484066,41.5565666916182,59.6957737365326,56.4472042492394,19.014962076449,6.26152902508052
56.7341235052573,86.6115033824501,41.5739895089315,23.6466337138293,53.1171870525006,32.3017431534555,98.364192762238,82.0202198372768,72.473286868254,22.0189124144906,99.9130179236616,18.8954378055078
19.9617236653308,15.0621613943121,35.2075323891392,74.3280060082797,49.8446635579695,6.74899325156733,59.3275630430147,25.7358281000783,87.6869836244615,4.84407098779758,21.3209029798456,50.826480241976
70.7418491007216,33.4992802450207,38.0662084956333,26.4199663550566,90.8912426975345,93.985119057837,40.1914777581035,32.9636310292644,65.3301937150173,10.0841322939852,61.0296876204284,13.7197448615467
43.4480337367446,49.8145238612907,35.9885317833201,48.7744815123922,74.7180030431448,31.1659088497264,73.9373482067342,59.1463071690619,23.7057097568366,49.8149296609965,50.8613981771091,80.1131168064674
6.26693194491314,34.5545948065578,51.1416629604244,38.28691808734,75.9742525772959,84.1996115933271,68.3052759612108,93.7017321131863,15.8089862934149,66.3932152043779,35.2260352024168,92.7046317217078
1.78665189490477,97.789629488563,76.128706664083,69.7308358283935,32.7822312199988,66.2169079402702,43.372543834251,90.2388624927147,93.9681900753141,33.459214871511,43.2702309969565,34.4722266557833
1.32706653334224,45.7720085675006,97.2244643637426,78.8783973913773,66.8546024134196,8.1036645729152,88.4616310854345,1.31177182105244,92.6673595188768,82.2103303308293,61.3755995578869,83.5890648844088
92.3718692805526,24.8725047553705,19.7838000683591,25.3294097974833,41.8723275514878,39.4562258883125,10.4720601841301,77.8719308303253,59.3907126294347,91.3178677677654,37.0928606109055,76.0201102316734
